order_id,customer_id,product,category,unit_price,quantity,discount,amount,order_date,region,status
ORD00046,CUST0283,耳机,配件,373.87,3,0.0,1121.61,2024-02-15,西南,已完成
ORD00047,CUST0151,显示器,电脑,2068.38,1,0.2,1654.7,2024-02-24,华东,已完成
ORD00048,CUST0186,充电宝,配件,137.3,4,0.0,549.2,2024-08-10,华东,已完成
ORD00049,CUST0296,U盘,配件,52.28,3,0.15,133.31,2024-01-15,西南,已完成
ORD00050,CUST0099,摄像头,配件,656.66,5,0.1,2954.97,2024-03-23,东北,已完成
ORD00051,CUST0036,笔记本电脑,电脑,6892.74,5,0.2,27570.96,2024-06-16,西南,已完成
ORD00052,CUST0024,平板,电脑,3007.55,1,0.1,2706.8,2024-07-15,东北,已完成
ORD00053,CUST0117,充电宝,配件,146.25,5,0.0,731.25,2024-05-23,华南,已完成
ORD00054,CUST0149,耳机,配件,419.86,1,0.0,419.86,2024-04-22,华北,已完成
ORD00055,CUST0041,充电宝,配件,143.47,1,0.0,143.47,2024-05-11,西南,已完成
ORD00056,CUST0120,键盘,配件,296.96,1,0.0,296.96,2024-12-06,华南,已完成
ORD00057,CUST0052,摄像头,配件,601.36,1,0.0,601.36,2024-08-31,华南,已完成
ORD00058,CUST0195,充电宝,配件,148.88,1,0.05,141.44,2024-12-09,华北,已完成
ORD00059,CUST0143,显示器,电脑,1943.53,4,0.0,7774.12,2024-03-04,华北,已完成
ORD00060,CUST0233,键盘,配件,286.34,4,0.0,1145.36,2024-12-06,西南,已完成
ORD00061,CUST0187,平板,电脑,3132.24,4,0.15,10649.62,2024-03-10,西南,已完成
ORD00062,CUST0084,摄像头,配件,548.95,1,0.0,548.95,2024-09-30,华东,已完成
ORD00063,CUST0190,充电宝,配件,148.81,5,0.1,669.64,2024-11-20,华南,已完成
ORD00064,CUST0182,键盘,配件,292.11,3,0.15,744.88,2024-09-08,华东,已完成
ORD00065,CUST0108,充电宝,配件,147.72,4,0.15,502.25,2024-02-16,西南,已完成
ORD00066,CUST0137,键盘,配件,313.12,2,0.15,532.3,2024-12-20,华东,已完成
ORD00067,CUST0037,鼠标,配件,133.83,2,0.1,240.89,2024-06-19,东北,已完成
ORD00068,CUST0088,U盘,配件,52.34,1,0.1,47.11,2024-04-24,华南,已退款
ORD00069,CUST0274,摄像头,配件,566.16,3,0.2,1358.78,2024-10-21,东北,已完成
ORD00070,CUST0126,耳机,配件,391.6,4,0.1,1409.76,2024-11-03,东北,已退款
ORD00071,CUST0084,耳机,配件,437.7,1,0.0,437.7,2024-02-03,西南,已完成
ORD00072,CUST0237,鼠标,配件,127.14,5,0.05,603.91,2024-11-25,东北,已完成
ORD00073,CUST0195,充电宝,配件,159.63,3,0.15,407.06,2024-06-24,西南,已完成
ORD00074,CUST0139,鼠标,配件,139.18,5,0.1,626.31,2024-07-12,华北,已完成
ORD00075,CUST0286,耳机,配件,423.13,5,0.0,2115.65,2024-07-14,华北,已完成
ORD00076,CUST0113,鼠标,配件,140.33,2,0.0,280.66,2024-11-30,华东,已完成
ORD00077,CUST0167,鼠标,配件,125.58,4,0.0,502.32,2024-11-24,华北,已完成
ORD00078,CUST0029,耳机,配件,360.12,1,0.2,288.1,2024-10-14,华东,已完成
ORD00079,CUST0118,摄像头,配件,619.86,5,0.0,3099.3,2024-08-11,华北,已完成
ORD00080,CUST0017,键盘,配件,309.29,5,0.0,1546.45,2024-04-29,华北,处理中
ORD00081,CUST0162,摄像头,配件,586.59,1,0.0,586.59,2024-04-24,华北,已完成
ORD00082,CUST0206,键盘,配件,300.36,3,0.05,856.03,2024-05-12,东北,已完成
ORD00083,CUST0138,充电宝,配件,154.26,1,0.2,123.41,2024-02-29,华南,已完成
ORD00084,CUST0034,鼠标,配件,119.18,1,0.0,119.18,2024-05-28,华东,已完成
ORD00085,CUST0109,鼠标,配件,126.29,4,0.2,404.13,2024-02-14,华北,已完成
ORD00086,CUST0291,手机,手机,4154.99,2,0.05,7894.48,2024-02-27,东北,已完成
ORD00087,CUST0162,U盘,配件,53.68,5,0.2,214.72,2024-02-15,华北,已完成
ORD00088,CUST0109,充电宝,配件,156.19,2,0.1,281.14,2024-06-23,华南,已完成
ORD00089,CUST0256,显示器,电脑,2155.89,3,,6467.67,2024-10-30,华东,已完成
ORD00090,CUST0203,显示器,电脑,1866.56,5,0.0,9332.8,2024-04-06,东北,已完成
ORD00091,CUST0235,键盘,配件,290.85,2,0.05,552.62,2024-02-29,西南,已完成
ORD00092,CUST0074,平板,电脑,2818.51,3,0.0,8455.53,2024-10-20,西南,已完成
ORD00093,CUST0136,鼠标,配件,121.27,4,0.0,485.08,2024-07-07,西南,已完成
ORD00094,CUST0072,笔记本电脑,电脑,7480.57,3,0.15,19075.45,2024-03-06,华北,已完成
ORD00095,CUST0127,鼠标,配件,126.53,2,0.2,202.45,2024-06-09,华东,已完成
ORD00096,CUST0288,手机,手机,3785.35,1,0.0,3785.35,2024-07-13,华南,已完成
ORD00097,CUST0276,键盘,配件,294.5,5,0.0,1472.5,2024-10-22,西南,处理中
ORD00098,CUST0135,摄像头,配件,598.89,4,0.1,2156.0,2024-01-01,华东,已完成
ORD00099,CUST0300,鼠标,配件,135.83,2,,258.08,2024-06-08,华东,已完成
ORD00100,CUST0220,摄像头,配件,630.86,4,0.1,2271.1,2024-02-01,华东,已完成
ORD00101,CUST0299,耳机,配件,406.47,3,0.0,1219.41,2024-10-29,华南,处理中
ORD00102,CUST0205,耳机,配件,419.45,2,0.15,713.06,2024-10-01,华南,已完成
ORD00103,CUST0186,充电宝,配件,157.97,1,0.0,157.97,2024-04-07,东北,已完成
ORD00104,CUST0113,鼠标,配件,140.44,1,0.1,126.4,2024-07-17,华南,已完成
ORD00105,CUST0071,充电宝,配件,144.71,1,0.0,144.71,2024-08-04,华北,已完成
ORD00106,CUST0261,鼠标,配件,133.3,1,0.0,133.3,2024-06-12,华北,已完成
ORD00107,CUST0253,平板,电脑,3268.99,5,0.1,14710.45,2024-07-05,华东,已退款
ORD00108,CUST0047,手机,手机,4388.92,4,,14922.33,2024-12-13,东北,已完成
ORD00109,CUST0025,U盘,配件,49.11,2,0.15,83.49,2024-03-05,东北,处理中
ORD00110,CUST0057,U盘,配件,45.54,1,0.1,40.99,2024-09-23,西南,处理中
ORD00111,CUST0079,耳机,配件,395.38,5,0.0,1976.9,2024-12-05,华南,已完成
ORD00112,CUST0082,耳机,配件,368.85,1,0.05,350.41,2024-11-04,华东,已完成
ORD00113,CUST0217,笔记本电脑,电脑,6984.08,1,0.15,5936.47,2024-10-29,华东,已完成
ORD00114,CUST0033,充电宝,配件,140.98,3,0.15,359.5,2024-04-23,华南,已退款
ORD00115,CUST0198,耳机,配件,434.3,2,0.1,781.74,2024-02-24,华北,已完成
ORD00116,CUST0196,耳机,配件,361.47,4,0.2,1156.7,2024-07-21,华东,已完成
ORD00117,CUST0240,笔记本电脑,电脑,7331.87,3,0.15,18696.27,2024-01-05,华东,已完成
ORD00118,CUST0271,手机,手机,4263.18,3,0.0,12789.54,2024-10-02,华南,已完成
ORD00119,CUST0129,显示器,电脑,1998.25,4,0.05,7593.35,2024-08-23,西南,已完成
ORD00120,CUST0284,键盘,配件,270.7,1,0.1,243.63,2024-06-10,华东,已完成
ORD00121,CUST0006,摄像头,配件,560.56,1,0.2,448.45,2024-03-15,华北,已完成
ORD00122,CUST0059,手机,手机,4082.65,2,0.0,8165.3,2024-05-31,西南,已完成
ORD00123,CUST0275,平板,电脑,2895.21,1,0.0,2895.21,2024-04-22,西南,已完成
ORD00124,CUST0137,笔记本电脑,电脑,6722.89,3,0.1,,2024-09-12,华南,已完成
ORD00125,CUST0175,充电宝,配件,152.67,3,0.1,412.21,2024-12-14,华北,已完成
ORD00126,CUST0058,平板,电脑,3155.05,3,0.1,8518.64,2024-08-21,华东,已完成
ORD00127,CUST0151,显示器,电脑,2063.4,4,0.0,8253.6,2024-03-16,华南,已完成
ORD00128,CUST0223,摄像头,配件,601.39,1,0.0,601.39,2024-11-03,华北,处理中
ORD00129,CUST0081,摄像头,配件,598.06,1,0.1,538.25,2024-05-25,华东,已完成
ORD00130,CUST0233,耳机,配件,396.29,1,0.1,356.66,2024-03-15,华北,已退款
ORD00131,CUST0002,鼠标,配件,123.67,1,0.05,117.49,2024-12-06,东北,已完成
ORD00132,CUST0135,键盘,配件,298.87,2,0.1,537.97,2024-12-25,华南,已完成
ORD00133,CUST0257,鼠标,配件,129.12,2,0.15,219.5,2024-01-18,西南,已退款
ORD00134,CUST0092,笔记本电脑,电脑,7058.4,3,0.15,17998.92,2024-11-02,东北,已完成
ORD00135,CUST0260,手机,手机,4246.52,3,0.05,12102.58,2024-06-12,华北,已完成
ORD00136,CUST0055,U盘,配件,49.4,4,0.05,187.72,2024-06-07,西南,已完成
ORD00137,CUST0153,耳机,配件,360.51,5,0.2,1442.04,2024-09-14,华东,已完成
ORD00138,CUST0260,充电宝,配件,156.87,3,0.0,470.61,2024-12-18,西南,已完成
ORD00139,CUST0102,笔记本电脑,电脑,7685.9,1,0.1,6917.31,2024-03-04,华北,已完成
ORD00140,CUST0079,平板,电脑,3227.0,3,0.0,9681.0,2024-05-20,华北,已完成
ORD00141,CUST0192,显示器,电脑,1846.73,3,0.15,4709.16,2024-12-27,华北,已完成
ORD00142,CUST0083,平板,电脑,2969.08,2,0.0,5938.16,2024-10-20,东北,已完成
ORD00143,CUST0277,笔记本电脑,电脑,7492.95,1,0.0,7492.95,2024-09-01,华南,已完成
ORD00144,CUST0272,显示器,电脑,1976.03,4,0.0,7904.12,2024-11-19,华东,已完成
ORD00145,CUST0001,摄像头,配件,543.41,4,0.0,2173.64,2024-04-20,东北,已完成
ORD00146,CUST0166,平板,电脑,2805.19,4,0.0,11220.76,2024-09-10,东北,已完成
ORD00147,CUST0251,鼠标,配件,133.11,3,0.05,379.36,2024-05-29,华东,已完成
ORD00148,CUST0010,笔记本电脑,电脑,7390.08,4,0.15,25126.27,2024-12-26,华东,已完成
ORD00149,CUST0058,笔记本电脑,电脑,7537.5,4,0.2,24120.0,2024-07-11,华北,已完成
ORD00150,CUST0186,鼠标,配件,120.33,4,0.0,481.32,2024-01-31,华北,已完成
ORD00151,CUST0158,U盘,配件,48.32,2,0.15,82.14,2024-06-19,华南,已完成
ORD00152,CUST0123,U盘,配件,47.16,1,0.2,37.73,2024-03-19,华南,已完成
ORD00153,CUST0030,手机,手机,3910.29,2,0.0,7820.58,2024-04-17,西南,已完成
ORD00154,CUST0124,键盘,配件,314.79,1,,,2024-04-25,西南,处理中
ORD00155,CUST0291,鼠标,配件,130.78,2,0.1,235.4,2024-12-24,华南,已完成
ORD00156,CUST0041,摄像头,配件,597.87,1,0.05,567.98,2024-01-27,东北,已完成
ORD00157,CUST0044,充电宝,配件,150.6,4,0.05,572.28,2024-04-01,华南,已完成
ORD00158,CUST0249,充电宝,配件,150.17,5,0.0,750.85,2024-09-06,西南,已完成
ORD00159,CUST0036,摄像头,配件,595.38,4,0.0,2381.52,2024-07-19,华南,已完成
ORD00160,CUST0273,平板,电脑,3036.34,5,0.0,,2024-06-02,华南,已完成
ORD00161,CUST0065,充电宝,配件,138.76,4,0.1,499.54,2024-12-03,西南,已退款
ORD00162,CUST0066,摄像头,配件,545.78,2,0.2,873.25,2024-03-22,华北,已完成
ORD00163,CUST0244,鼠标,配件,122.9,5,0.15,522.32,2024-01-12,华南,已完成
ORD00164,CUST0282,耳机,配件,406.27,4,0.0,1625.08,2024-10-07,华南,已完成
ORD00165,CUST0085,手机,手机,3901.26,3,0.0,11703.78,2024-07-19,华南,已完成
ORD00166,CUST0136,键盘,配件,309.55,5,0.15,1315.59,2024-06-21,东北,已完成
ORD00167,CUST0271,平板,电脑,3158.83,1,0.0,3158.83,2024-08-04,东北,已完成
ORD00168,CUST0217,摄像头,配件,573.18,2,0.15,974.41,2024-12-13,西南,已完成
ORD00169,CUST0109,鼠标,配件,117.68,4,0.0,470.72,2024-08-30,华北,已完成
ORD00170,CUST0277,平板,电脑,3053.26,4,0.0,,2024-06-27,华南,已完成
ORD00171,CUST0103,笔记本电脑,电脑,6478.55,1,0.2,5182.84,2024-07-19,东北,已完成
ORD00172,CUST0160,键盘,配件,291.01,4,0.0,1164.04,2024-07-19,华北,已完成
ORD00173,CUST0205,鼠标,配件,136.99,4,0.0,547.96,2024-02-06,华东,已完成
ORD00174,CUST0192,U盘,配件,49.82,1,0.0,49.82,2024-09-27,西南,已完成
ORD00175,CUST0225,耳机,配件,420.16,1,0.1,378.14,2024-05-24,华东,已完成
ORD00176,CUST0265,平板,电脑,3074.07,3,0.1,8299.99,2024-05-24,华东,已完成
ORD00177,CUST0232,U盘,配件,47.83,3,0.0,143.49,2024-12-22,华南,已完成
ORD00178,CUST0062,显示器,电脑,1970.27,1,0.2,1576.22,2024-04-09,西南,已完成
ORD00179,CUST0127,显示器,电脑,2195.68,5,0.0,10978.4,2024-12-24,华北,已完成
ORD00180,CUST0116,充电宝,配件,146.38,5,0.0,731.9,2024-10-07,华东,已退款
ORD00181,CUST0033,键盘,配件,272.48,5,0.15,1158.04,2024-07-20,东北,已退款
ORD00182,CUST0174,手机,手机,3794.43,2,0.0,7588.86,2024-02-19,西南,已退款
ORD00183,CUST0011,显示器,电脑,1892.9,3,0.0,5678.7,2024-03-08,华南,已完成
ORD00184,CUST0284,手机,手机,3848.72,5,0.05,18281.42,2024-06-14,华东,已完成
ORD00185,CUST0118,平板,电脑,2750.05,5,0.15,11687.71,2024-10-24,华北,已完成
ORD00186,CUST0113,平板,电脑,3111.76,5,0.1,14002.92,2024-01-28,华东,已完成
ORD00187,CUST0004,摄像头,配件,643.2,1,0.1,578.88,2024-12-29,西南,已完成
ORD00188,CUST0037,键盘,配件,275.95,4,0.0,1103.8,2024-06-04,华北,已完成
ORD00189,CUST0031,耳机,配件,372.65,2,,596.24,2024-08-22,华南,已完成
ORD00190,CUST0118,笔记本电脑,电脑,7052.78,4,0.0,28211.12,2024-12-01,东北,已完成
ORD00191,CUST0035,鼠标,配件,117.06,3,0.0,351.18,2024-03-24,西南,已完成
ORD00192,CUST0017,显示器,电脑,2062.08,4,0.0,8248.32,2024-10-22,东北,已完成
ORD00193,CUST0170,耳机,配件,392.81,2,0.2,628.5,2024-03-11,华东,处理中
ORD00194,CUST0037,摄像头,配件,600.77,5,0.0,3003.85,2024-08-14,华南,已退款
ORD00195,CUST0264,鼠标,配件,126.97,5,0.15,539.62,2024-12-22,华南,已完成
ORD00196,CUST0122,键盘,配件,270.32,1,0.05,256.8,2024-09-04,华南,已完成
ORD00197,CUST0143,鼠标,配件,128.22,1,0.05,121.81,2024-05-29,西南,已完成
ORD00198,CUST0249,U盘,配件,44.32,2,0.2,70.91,2024-03-15,东北,处理中
ORD00199,CUST0110,U盘,配件,47.2,5,0.0,236.0,2024-04-17,西南,已完成
ORD00200,CUST0277,笔记本电脑,电脑,7097.48,4,0.15,24131.43,2024-04-21,华南,已完成
ORD00201,CUST0068,鼠标,配件,124.42,4,0.0,497.68,2024-04-10,华南,已退款
ORD00202,CUST0293,键盘,配件,274.94,2,0.05,522.39,2024-11-29,华东,已完成
ORD00203,CUST0296,耳机,配件,398.07,1,0.0,398.07,2024-01-05,华北,已完成
ORD00204,CUST0243,笔记本电脑,电脑,7266.17,4,0.15,24704.98,2024-07-04,东北,已退款
ORD00205,CUST0125,手机,手机,3763.79,3,0.05,10726.8,2024-10-21,东北,已完成
ORD00206,CUST0243,摄像头,配件,598.61,2,0.2,957.78,2024-02-22,华南,已完成
ORD00207,CUST0209,鼠标,配件,137.04,3,0.1,370.01,2024-12-13,东北,已完成
ORD00208,CUST0098,平板,电脑,3099.4,3,0.0,9298.2,2024-03-16,华北,处理中
ORD00209,CUST0049,显示器,电脑,1865.72,1,0.05,1772.43,2024-07-11,西南,已完成
ORD00210,CUST0050,充电宝,配件,143.03,5,0.2,572.12,2024-08-06,西南,已完成
ORD00211,CUST0221,鼠标,配件,141.11,2,0.2,225.78,2024-12-13,东北,已完成
ORD00212,CUST0182,手机,手机,3760.47,5,0.05,17862.23,2024-03-27,华南,已完成
ORD00213,CUST0217,鼠标,配件,132.49,4,0.15,450.47,2024-01-29,华南,已退款
ORD00214,CUST0211,键盘,配件,327.35,4,0.0,1309.4,2024-02-19,华北,已完成
ORD00215,CUST0240,U盘,配件,44.84,2,0.2,,2024-07-01,华北,已完成
ORD00216,CUST0028,耳机,配件,426.96,1,0.1,384.26,2024-08-30,西南,已完成
ORD00217,CUST0051,耳机,配件,376.18,4,0.0,1504.72,2024-04-01,华东,已完成
ORD00218,CUST0032,平板,电脑,2858.14,4,0.1,10289.3,2024-01-27,西南,已完成
ORD00219,CUST0207,摄像头,配件,574.72,5,0.15,2442.56,2024-03-01,华东,已完成
ORD00220,CUST0174,平板,电脑,3043.1,4,0.15,10346.54,2024-09-20,东北,已完成
ORD00221,CUST0056,摄像头,配件,635.49,1,0.0,635.49,2024-11-28,华南,已完成
ORD00222,CUST0128,U盘,配件,50.22,4,0.1,180.79,2024-06-22,东北,已完成
ORD00223,CUST0099,键盘,配件,326.38,4,0.1,1174.97,2024-10-30,东北,已完成
ORD00224,CUST0098,显示器,电脑,2086.04,3,0.0,6258.12,2024-08-10,华东,已完成
ORD00225,CUST0275,充电宝,配件,151.33,1,0.0,151.33,2024-03-17,华南,已完成
ORD00226,CUST0230,摄像头,配件,610.01,4,0.1,2196.04,2024-11-17,西南,已完成
ORD00227,CUST0072,充电宝,配件,142.25,1,,120.91,2024-07-25,华南,已完成
ORD00228,CUST0217,耳机,配件,404.3,1,0.0,404.3,2024-05-05,华北,已完成
ORD00229,CUST0094,耳机,配件,401.48,4,0.2,1284.74,2024-01-18,华南,已完成
ORD00230,CUST0143,U盘,配件,48.29,4,0.2,154.53,2024-03-01,华北,已完成
ORD00231,CUST0237,手机,手机,3876.88,1,0.0,3876.88,2024-05-03,西南,已完成
ORD00232,CUST0128,充电宝,配件,136.38,5,0.0,681.9,2024-07-22,华北,已完成
ORD00233,CUST0039,摄像头,配件,637.78,5,0.0,3188.9,2024-09-07,华东,已完成
ORD00234,CUST0227,充电宝,配件,149.14,1,0.0,149.14,2024-06-03,华南,已完成
ORD00235,CUST0282,键盘,配件,287.03,1,0.2,229.62,2024-12-18,东北,已完成
ORD00236,CUST0051,手机,手机,4129.73,5,0.0,20648.65,2024-11-01,华北,已完成
ORD00237,CUST0026,U盘,配件,47.17,5,0.0,235.85,2024-03-29,华北,已完成
ORD00238,CUST0277,手机,手机,3930.47,3,0.05,11201.84,2024-11-30,西南,已完成
ORD00239,CUST0008,笔记本电脑,电脑,6650.82,5,0.15,28265.98,2024-07-11,华南,已完成
ORD00240,CUST0048,充电宝,配件,149.46,5,0.1,672.57,2024-12-20,华北,已退款
ORD00241,CUST0122,充电宝,配件,154.11,2,0.2,246.58,2024-12-09,西南,已完成
ORD00242,CUST0086,耳机,配件,402.8,4,0.0,1611.2,2024-12-03,华南,已完成
ORD00243,CUST0209,U盘,配件,52.73,3,0.1,142.37,2024-02-15,华北,已完成
ORD00244,CUST0249,充电宝,配件,152.81,3,0.1,412.59,2024-08-25,华北,已完成
ORD00245,CUST0247,平板,电脑,3008.73,1,0.05,2858.29,2024-11-28,华南,已完成
ORD00246,CUST0110,平板,电脑,2810.99,2,,5621.98,2024-07-14,华东,已完成
ORD00247,CUST0206,键盘,配件,298.95,4,0.1,1076.22,2024-05-20,华南,已完成
ORD00248,CUST0031,充电宝,配件,153.79,3,0.0,461.37,2024-11-19,华南,已完成
ORD00249,CUST0085,摄像头,配件,637.8,5,0.2,2551.2,2024-11-30,东北,已完成
ORD00250,CUST0195,手机,手机,4349.39,5,0.2,17397.56,2024-08-15,东北,已完成
ORD00251,CUST0002,耳机,配件,380.48,5,,1521.92,2024-07-07,华东,已完成
ORD00252,CUST0200,U盘,配件,50.35,4,0.0,201.4,2024-01-06,华北,已完成
ORD00253,CUST0136,摄像头,配件,636.01,3,0.15,1621.83,2024-03-02,华南,已退款
ORD00254,CUST0233,手机,手机,4281.15,4,0.2,13699.68,2024-02-29,华东,已完成
ORD00255,CUST0147,充电宝,配件,161.12,1,0.0,161.12,2024-02-12,华东,已完成
ORD00256,CUST0217,摄像头,配件,651.07,1,0.15,553.41,2024-03-03,西南,已退款
ORD00257,CUST0285,笔记本电脑,电脑,7316.22,2,0.0,14632.44,2024-09-07,东北,已完成
ORD00258,CUST0250,摄像头,配件,546.27,1,0.0,546.27,2024-11-24,华北,已完成
ORD00259,CUST0080,平板,电脑,2819.45,3,,8035.43,2024-12-08,华南,已完成
ORD00260,CUST0098,充电宝,配件,147.88,3,0.0,443.64,2024-09-17,华东,已完成
ORD00261,CUST0152,显示器,电脑,1895.2,3,0.05,5401.32,2024-04-25,华北,已完成
ORD00262,CUST0112,摄像头,配件,628.52,5,0.0,3142.6,2024-01-12,西南,已退款
ORD00263,CUST0030,U盘,配件,51.6,5,0.0,258.0,2024-10-27,华南,已完成
ORD00264,CUST0297,笔记本电脑,电脑,7480.7,3,0.05,21319.99,2024-10-20,华东,已完成
ORD00265,CUST0278,充电宝,配件,146.33,1,0.2,117.06,2024-10-20,西南,已退款
ORD00266,CUST0032,摄像头,配件,642.15,1,0.0,642.15,2024-09-02,西南,处理中
ORD00267,CUST0161,鼠标,配件,139.61,2,0.0,279.22,2024-05-20,西南,已完成
ORD00268,CUST0030,笔记本电脑,电脑,7186.47,4,0.1,25871.29,2024-12-21,华北,已完成
ORD00269,CUST0026,显示器,电脑,2137.32,2,0.0,4274.64,2024-02-18,华南,已完成
ORD00270,CUST0300,鼠标,配件,122.99,4,0.0,491.96,2024-10-30,华南,已完成
ORD00271,CUST0245,笔记本电脑,电脑,6700.91,1,0.0,6700.91,2024-04-02,东北,已完成
ORD00272,CUST0258,耳机,配件,371.91,3,0.0,1115.73,2024-07-15,华南,处理中
ORD00273,CUST0272,U盘,配件,50.83,5,0.2,203.32,2024-09-04,华东,已完成
ORD00274,CUST0081,手机,手机,3787.96,2,0.0,7575.92,2024-11-26,东北,已退款
ORD00275,CUST0030,笔记本电脑,电脑,6632.93,2,0.2,10612.69,2024-12-25,西南,已完成
ORD00276,CUST0261,显示器,电脑,1859.05,1,0.0,1859.05,2024-08-10,华南,已完成
ORD00277,CUST0042,键盘,配件,270.76,4,0.0,1083.04,2024-06-01,东北,已完成
ORD00278,CUST0096,手机,手机,4236.58,2,0.05,8049.5,2024-10-19,华东,已完成
ORD00279,CUST0036,充电宝,配件,143.35,4,0.1,516.06,2024-03-05,华东,已完成
ORD00280,CUST0035,笔记本电脑,电脑,6978.54,2,0.0,13957.08,2024-02-20,华南,已完成
ORD00281,CUST0121,手机,手机,4391.94,3,0.2,10540.66,2024-06-15,华东,已完成
ORD00282,CUST0207,摄像头,配件,589.66,1,0.05,560.18,2024-02-02,西南,已完成
ORD00283,CUST0062,笔记本电脑,电脑,7566.84,4,,27240.62,2024-10-02,东北,已完成
ORD00284,CUST0292,鼠标,配件,121.31,1,0.0,121.31,2024-04-04,华东,已完成
ORD00285,CUST0127,显示器,电脑,1908.13,5,0.0,9540.65,2024-07-26,华南,已完成
ORD00286,CUST0297,平板,电脑,2716.58,1,0.0,2716.58,2024-12-24,华南,已完成
ORD00287,CUST0021,平板,电脑,3172.74,4,0.05,12056.41,2024-01-11,华北,已完成
