order_id,customer_id,product,category,unit_price,quantity,discount,order_date,region,status,amount
ORD10025,CUST1413,产品D,食品,232.55,2,0.0,2023-01-02 01:00:00,华南,已完成,465.1
ORD10026,CUST1805,产品B,图书,212.02,3,0.2,2023-01-02 02:00:00,华东,已取消,508.85
ORD10027,CUST1385,产品C,电子,468.02,9,0.2,2023-01-02 03:00:00,西北,已完成,3369.74
ORD10028,CUST1191,产品B,服装,132.93,3,0.0,2023-01-02 04:00:00,华北,处理中,398.79
ORD10029,CUST1955,产品B,服装,69.02,2,0.15,2023-01-02 05:00:00,华东,处理中,117.33
ORD10030,CUST1276,产品C,图书,296.43,9,0.15,2023-01-02 06:00:00,华中,已完成,2267.69
ORD10031,CUST1160,产品E,电子,484.97,9,0.0,2023-01-02 07:00:00,华南,已完成,4364.73
ORD10032,CUST1459,产品E,家居,195.14,4,0.0,2023-01-02 08:00:00,华南,已完成,780.56
ORD10033,CUST1313,产品B,食品,40.4,9,0.15,2023-01-02 09:00:00,西北,已完成,309.06
ORD10034,CUST1021,产品C,电子,176.26,3,0.0,2023-01-02 10:00:00,华北,已完成,528.78
ORD10035,CUST1252,产品C,服装,257.91,7,0.0,2023-01-02 11:00:00,华中,处理中,1805.37
ORD10036,CUST1747,产品D,图书,89.34,7,0.15,2023-01-02 12:00:00,西南,处理中,531.57
ORD10037,CUST1856,产品E,图书,332.47,8,0.2,2023-01-02 13:00:00,西北,已完成,2127.81
ORD10038,CUST1560,产品A,食品,498.9,4,0.1,2023-01-02 14:00:00,西南,已完成,1796.04
ORD10039,CUST1474,产品E,图书,231.35,3,0.15,2023-01-02 15:00:00,西北,已完成,589.94
ORD10040,CUST1058,产品E,图书,183.82,3,0.0,2023-01-02 16:00:00,华北,处理中,551.46
ORD10041,CUST1510,产品D,电子,206.35,5,0.0,2023-01-02 17:00:00,华中,处理中,1031.75
ORD10042,CUST1681,产品A,家居,66.42,1,0.1,2023-01-02 18:00:00,华北,已退款,59.78
ORD10043,CUST1475,产品D,食品,442.8,3,0.0,2023-01-02 19:00:00,华南,已完成,1328.4
ORD10044,CUST1699,产品A,电子,213.26,6,0.2,2023-01-02 20:00:00,西南,已完成,1023.65
ORD10045,CUST1975,产品B,家居,199.76,3,0.0,2023-01-02 21:00:00,华东,已完成,599.28
ORD10046,CUST1782,产品A,电子,333.25,5,0.0,2023-01-02 22:00:00,东北,已完成,1666.25
ORD10047,CUST1189,产品D,电子,226.6,9,0.0,2023-01-02 23:00:00,华南,已取消,2039.4
ORD10048,CUST1957,产品E,图书,327.63,2,0.2,2023-01-03 00:00:00,华南,已退款,524.21
ORD10049,CUST1686,产品A,家居,40.11,2,0.0,2023-01-03 01:00:00,西南,已完成,80.22
ORD10050,CUST1957,产品A,食品,408.72,6,0.0,2023-01-03 02:00:00,西北,已完成,2452.32
ORD10051,CUST1562,产品C,食品,470.85,6,0.0,2023-01-03 03:00:00,华南,已完成,2825.1
ORD10052,CUST1875,产品E,家居,327.9,8,0.15,2023-01-03 04:00:00,东北,处理中,2229.72
ORD10053,CUST1566,产品B,图书,477.74,2,,2023-01-03 05:00:00,华中,已完成,955.48
ORD10054,CUST1243,产品D,服装,84.2,9,0.0,2023-01-03 06:00:00,华南,已完成,757.8
ORD10055,CUST1831,产品B,电子,243.93,2,0.0,2023-01-03 07:00:00,华中,已完成,487.86
ORD10056,CUST1504,产品E,图书,304.89,1,0.15,2023-01-03 08:00:00,华北,已完成,259.16
ORD10057,CUST1130,产品A,家居,295.05,2,0.0,2023-01-03 09:00:00,西北,已取消,590.1
ORD10058,CUST1484,产品A,电子,206.72,7,0.0,2023-01-03 10:00:00,华中,已完成,1447.04
ORD10059,CUST1818,产品E,食品,175.66,8,0.0,2023-01-03 11:00:00,华南,已完成,1405.28
ORD10060,CUST1646,产品A,服装,72.14,5,0.1,2023-01-03 12:00:00,西北,已完成,324.63
ORD10061,CUST1020,产品A,食品,201.95,6,0.15,2023-01-03 13:00:00,东北,已完成,1029.94
ORD10062,CUST1840,产品A,家居,89.7,1,0.1,2023-01-03 14:00:00,西北,已完成,80.73
ORD10063,CUST1166,产品D,电子,369.84,6,0.2,2023-01-03 15:00:00,华中,已完成,1775.23
ORD10064,CUST1273,产品D,家居,112.33,8,0.25,2023-01-03 16:00:00,华中,已完成,673.98
ORD10065,CUST1387,产品C,电子,38.7,3,0.0,2023-01-03 17:00:00,华东,处理中,116.1
ORD10066,CUST1600,产品B,图书,280.66,1,0.15,2023-01-03 18:00:00,华东,已完成,238.56
ORD10067,CUST1315,产品E,服装,301.66,4,0.15,2023-01-03 19:00:00,西北,已完成,1025.64
ORD10068,CUST1013,产品E,图书,437.24,1,0.2,2023-01-03 20:00:00,西南,已完成,349.79
ORD10069,CUST1241,产品E,图书,292.72,8,0.0,2023-01-03 21:00:00,西南,已完成,2341.76
ORD10070,CUST1776,产品C,家居,179.29,5,0.1,2023-01-03 22:00:00,华东,已完成,806.8
ORD10071,CUST1345,产品D,服装,403.48,1,0.0,2023-01-03 23:00:00,华南,处理中,403.48
ORD10072,CUST1564,产品C,电子,274.74,8,0.2,2023-01-04 00:00:00,华北,已完成,1758.34
ORD10073,CUST1897,产品E,电子,48.85,9,0.0,2023-01-04 01:00:00,西北,已完成,439.65
ORD10074,CUST1339,产品B,食品,287.27,2,0.0,2023-01-04 02:00:00,华北,已完成,574.54
ORD10075,CUST1091,产品A,电子,454.93,9,0.0,2023-01-04 03:00:00,华东,已完成,4094.37
ORD10076,CUST1366,产品D,家居,204.19,8,0.0,2023-01-04 04:00:00,华中,已完成,1633.52
ORD10077,CUST1955,产品D,图书,155.2,7,0.1,2023-01-04 05:00:00,东北,已完成,977.76
ORD10078,CUST1454,产品C,图书,80.3,3,0.0,2023-01-04 06:00:00,西北,已完成,240.9
ORD10079,CUST1427,产品D,图书,84.21,2,0.0,2023-01-04 07:00:00,华东,已完成,168.42
ORD10080,CUST1508,产品E,服装,222.06,7,0.2,2023-01-04 08:00:00,华南,已完成,1243.54
ORD10081,CUST1775,产品E,电子,301.88,5,0.0,2023-01-04 09:00:00,东北,已完成,1509.4
ORD10082,CUST1942,产品C,家居,49.5,6,0.15,2023-01-04 10:00:00,西北,已完成,252.45
ORD10083,CUST1034,产品E,服装,470.39,4,0.0,2023-01-04 11:00:00,西北,已完成,1881.56
ORD10084,CUST1205,产品B,食品,380.02,2,0.0,2023-01-04 12:00:00,西南,已完成,760.04
ORD10085,CUST1080,产品C,家居,297.45,9,0.15,2023-01-04 13:00:00,华中,已退款,2275.49
ORD10086,CUST1931,产品B,家居,415.93,3,0.15,2023-01-04 14:00:00,西北,已完成,1060.62
ORD10087,CUST1561,产品A,家居,49.29,7,0.0,2023-01-04 15:00:00,华中,已完成,345.03
ORD10088,CUST1871,产品B,图书,243.65,8,0.25,2023-01-04 16:00:00,华东,已完成,1461.9
ORD10089,CUST1387,产品A,家居,318.75,2,0.2,2023-01-04 17:00:00,华南,已退款,510.0
ORD10090,CUST1001,产品A,电子,416.04,6,0.25,2023-01-04 18:00:00,东北,已退款,1872.18
ORD10091,CUST1389,产品B,家居,393.9,8,,2023-01-04 19:00:00,东北,已完成,3151.2
ORD10092,CUST1565,产品C,图书,145.76,7,0.0,2023-01-04 20:00:00,华南,已完成,1020.32
ORD10093,CUST1105,产品E,家居,471.03,3,0.1,2023-01-04 21:00:00,西北,已取消,1271.78
ORD10094,CUST1771,产品E,食品,70.93,1,0.1,2023-01-04 22:00:00,西北,已完成,63.84
ORD10095,CUST1821,产品A,食品,438.82,6,0.0,2023-01-04 23:00:00,华东,已完成,2632.92
ORD10096,CUST1476,产品A,图书,485.76,8,0.15,2023-01-05 00:00:00,西南,处理中,3303.17
ORD10097,CUST1702,产品C,电子,96.81,6,0.0,2023-01-05 01:00:00,西南,已完成,580.86
ORD10098,CUST1401,产品D,电子,363.81,5,0.0,2023-01-05 02:00:00,西南,已完成,1819.05
ORD10099,CUST1729,产品B,服装,29.74,8,0.0,2023-01-05 03:00:00,华中,处理中,237.92
ORD10100,CUST1555,产品A,图书,208.66,2,0.15,2023-01-05 04:00:00,西南,已完成,354.72
ORD10101,CUST1161,产品E,家居,262.98,1,0.0,2023-01-05 05:00:00,华南,已完成,262.98
ORD10102,CUST1201,产品C,图书,294.52,1,0.15,2023-01-05 06:00:00,东北,已完成,250.34
ORD10103,CUST1957,产品B,服装,468.61,4,0.1,2023-01-05 07:00:00,东北,已完成,1687.0
ORD10104,CUST1995,产品C,图书,339.4,6,0.15,2023-01-05 08:00:00,华中,已完成,1730.94
ORD10105,CUST1269,产品B,图书,245.83,9,0.25,2023-01-05 09:00:00,华东,已完成,1659.35
ORD10106,CUST1862,产品B,服装,406.74,1,0.1,2023-01-05 10:00:00,华南,已完成,366.07
ORD10107,CUST1815,产品A,电子,475.76,1,0.25,2023-01-05 11:00:00,东北,处理中,356.82
ORD10108,CUST1270,产品C,家居,20.81,5,0.0,2023-01-05 12:00:00,华南,已完成,104.05
ORD10109,CUST1455,产品C,服装,491.44,5,0.0,2023-01-05 13:00:00,东北,处理中,2457.2
ORD10110,CUST1461,产品E,食品,52.2,5,0.0,2023-01-05 14:00:00,华北,处理中,261.0
ORD10111,CUST1726,产品E,电子,409.05,6,0.0,2023-01-05 15:00:00,华东,已完成,2454.3
ORD10112,CUST1251,产品A,食品,147.36,8,0.15,2023-01-05 16:00:00,华东,已完成,1002.05
ORD10113,CUST1701,产品A,电子,74.77,3,0.0,2023-01-05 17:00:00,华北,处理中,224.31
ORD10114,CUST1295,产品D,家居,225.53,9,0.1,2023-01-05 18:00:00,华中,已完成,1826.79
ORD10115,CUST1724,产品E,家居,325.54,1,0.1,2023-01-05 19:00:00,东北,已完成,292.99
ORD10116,CUST1719,产品B,图书,196.67,4,0.1,2023-01-05 20:00:00,东北,已完成,708.01
ORD10117,CUST1748,产品C,食品,36.74,9,0.0,2023-01-05 21:00:00,东北,处理中,330.66
ORD10118,CUST1337,产品A,电子,303.74,8,0.15,2023-01-05 22:00:00,西南,已完成,2065.43
ORD10119,CUST1878,产品C,家居,452.18,9,0.0,2023-01-05 23:00:00,西南,已完成,4069.62
ORD10120,CUST1052,产品C,服装,197.78,1,0.0,2023-01-06 00:00:00,西南,已完成,197.78
ORD10121,CUST1791,产品D,家居,116.0,9,0.1,2023-01-06 01:00:00,西南,处理中,939.6
ORD10122,CUST1921,产品E,服装,226.86,3,0.1,2023-01-06 02:00:00,西南,已完成,612.52
ORD10123,CUST1216,产品A,电子,33.7,9,0.0,2023-01-06 03:00:00,华北,已完成,303.3
ORD10124,CUST1763,产品C,家居,412.04,1,0.2,2023-01-06 04:00:00,华东,已完成,329.63
ORD10125,CUST1187,产品A,家居,414.91,1,0.0,2023-01-06 05:00:00,华中,已完成,414.91
ORD10126,CUST1379,产品B,电子,298.12,9,0.0,2023-01-06 06:00:00,华南,已完成,2683.08
ORD10127,CUST1492,产品D,家居,183.02,6,0.0,2023-01-06 07:00:00,西南,已完成,1098.12
ORD10128,CUST1040,产品B,服装,401.89,4,0.1,2023-01-06 08:00:00,华北,已完成,
ORD10129,CUST1156,产品A,家居,281.8,7,0.15,2023-01-06 09:00:00,东北,已取消,1676.71
ORD10130,CUST1014,产品A,食品,414.71,5,0.0,2023-01-06 10:00:00,华中,已完成,2073.55
ORD10131,CUST1812,产品E,图书,319.41,7,0.0,2023-01-06 11:00:00,华中,已完成,2235.87
ORD10132,CUST1064,产品C,服装,394.36,8,0.15,2023-01-06 12:00:00,华中,处理中,2681.65
ORD10133,CUST1856,产品C,食品,303.3,8,0.0,2023-01-06 13:00:00,华北,已完成,2426.4
ORD10134,CUST1838,产品B,电子,212.93,1,0.0,2023-01-06 14:00:00,华南,已完成,212.93
ORD10135,CUST1520,产品D,服装,479.39,8,0.1,2023-01-06 15:00:00,西南,处理中,3451.61
ORD10136,CUST1343,产品C,图书,275.15,6,0.0,2023-01-06 16:00:00,华中,已完成,1650.9
ORD10137,CUST1128,产品E,图书,306.49,4,0.2,2023-01-06 17:00:00,华北,已完成,980.77
ORD10138,CUST1647,产品B,电子,118.04,8,0.0,2023-01-06 18:00:00,东北,已完成,944.32
ORD10139,CUST1471,产品B,电子,316.57,3,0.15,2023-01-06 19:00:00,华东,已完成,807.25
ORD10140,CUST1062,产品E,服装,290.09,4,0.0,2023-01-06 20:00:00,东北,已完成,1160.36
ORD10141,CUST1138,产品D,家居,100.57,6,0.2,2023-01-06 21:00:00,华北,处理中,482.74
ORD10142,CUST1498,产品E,电子,39.2,7,0.0,2023-01-06 22:00:00,华北,已完成,274.4
ORD10143,CUST1592,产品D,家居,306.14,4,0.1,2023-01-06 23:00:00,华北,已完成,1102.1
ORD10144,CUST1391,产品E,食品,384.21,4,0.1,2023-01-07 00:00:00,华中,已完成,1383.16
ORD10145,CUST1674,产品E,图书,266.47,7,0.0,2023-01-07 01:00:00,华北,已取消,1865.29
ORD10146,CUST1418,产品A,家居,121.12,6,0.0,2023-01-07 02:00:00,华东,已退款,726.72
ORD10147,CUST1288,产品B,图书,336.6,8,0.15,2023-01-07 03:00:00,华中,已完成,2288.88
ORD10148,CUST1378,产品E,家居,49.25,1,0.2,2023-01-07 04:00:00,东北,处理中,39.4
ORD10149,CUST1772,产品E,食品,226.5,7,0.0,2023-01-07 05:00:00,华东,处理中,1585.5
ORD10150,CUST1489,产品C,电子,90.05,7,0.0,2023-01-07 06:00:00,西北,已完成,630.35
ORD10151,CUST1230,产品B,食品,100.38,7,0.15,2023-01-07 07:00:00,东北,已完成,597.26
ORD10152,CUST1040,产品C,电子,109.12,7,0.0,2023-01-07 08:00:00,华北,已完成,763.84
ORD10153,CUST1027,产品B,电子,199.49,8,0.25,2023-01-07 09:00:00,西南,处理中,1196.94
ORD10154,CUST1134,产品C,图书,35.06,9,0.1,2023-01-07 10:00:00,西南,处理中,283.99
ORD10155,CUST1200,产品E,食品,204.92,9,0.1,2023-01-07 11:00:00,华中,已完成,1659.85
ORD10156,CUST1839,产品E,家居,260.74,2,0.0,2023-01-07 12:00:00,西南,已完成,521.48
ORD10157,CUST1779,产品A,食品,246.81,7,0.0,2023-01-07 13:00:00,东北,已完成,1727.67
ORD10158,CUST1929,产品C,图书,197.56,7,0.1,2023-01-07 14:00:00,华中,处理中,1244.63
ORD10159,CUST1032,产品D,电子,421.18,4,0.2,2023-01-07 15:00:00,东北,处理中,1347.78
ORD10160,CUST1047,产品A,图书,81.21,9,0.25,2023-01-07 16:00:00,华北,已完成,548.17
ORD10161,CUST1502,产品C,服装,257.79,8,0.0,2023-01-07 17:00:00,华南,已完成,2062.32
ORD10162,CUST1406,产品C,服装,40.4,1,0.0,2023-01-07 18:00:00,华南,已完成,40.4
ORD10163,CUST1573,产品A,家居,44.87,2,0.0,2023-01-07 19:00:00,华东,处理中,89.74
ORD10164,CUST1727,产品E,图书,291.19,2,0.2,2023-01-07 20:00:00,华北,已完成,465.9
ORD10165,CUST1804,产品C,家居,287.35,8,0.0,2023-01-07 21:00:00,西南,已完成,2298.8
ORD10166,CUST1098,产品E,家居,440.24,1,0.0,2023-01-07 22:00:00,华北,处理中,440.24
ORD10167,CUST1683,产品A,服装,283.36,4,0.0,2023-01-07 23:00:00,西北,已完成,1133.44
ORD10168,CUST1871,产品E,家居,480.3,5,0.0,2023-01-08 00:00:00,华南,处理中,2401.5
ORD10169,CUST1725,产品B,服装,33.86,9,0.25,2023-01-08 01:00:00,西南,已完成,228.56
ORD10170,CUST1986,产品D,电子,58.02,7,0.1,2023-01-08 02:00:00,东北,已完成,365.53
ORD10171,CUST1546,产品C,图书,31.59,8,0.0,2023-01-08 03:00:00,东北,已取消,252.72
ORD10172,CUST1960,产品D,家居,100.79,9,0.0,2023-01-08 04:00:00,华南,已完成,907.11
ORD10173,CUST1738,产品E,服装,275.22,7,0.0,2023-01-08 05:00:00,华北,已完成,1926.54
ORD10174,CUST1612,产品C,食品,326.33,5,0.0,2023-01-08 06:00:00,西南,已完成,1631.65
ORD10175,CUST1942,产品E,家居,32.34,5,0.0,2023-01-08 07:00:00,华东,已完成,161.7
ORD10176,CUST1461,产品B,电子,473.53,6,0.1,2023-01-08 08:00:00,东北,已完成,2557.06
ORD10177,CUST1642,产品A,电子,422.66,5,0.0,2023-01-08 09:00:00,华北,处理中,2113.3
ORD10178,CUST1768,产品C,食品,155.34,9,0.0,2023-01-08 10:00:00,华东,已取消,1398.06
ORD10179,CUST1004,产品B,服装,47.82,3,0.0,2023-01-08 11:00:00,西南,处理中,143.46
ORD10180,CUST1217,产品B,家居,93.24,3,0.15,2023-01-08 12:00:00,华南,已完成,237.76
ORD10181,CUST1502,产品C,服装,72.2,7,0.1,2023-01-08 13:00:00,西北,处理中,454.86
ORD10182,CUST1766,产品E,电子,70.41,7,0.1,2023-01-08 14:00:00,华中,处理中,443.58
ORD10183,CUST1397,产品B,服装,264.1,6,0.1,2023-01-08 15:00:00,华南,已完成,1426.14
ORD10184,CUST1870,产品D,电子,130.47,3,0.1,2023-01-08 16:00:00,华东,已完成,352.27
ORD10185,CUST1794,产品B,服装,185.49,7,0.0,2023-01-08 17:00:00,华北,已完成,1298.43
ORD10186,CUST1392,产品E,食品,494.86,5,0.2,2023-01-08 18:00:00,东北,处理中,1979.44
ORD10187,CUST1206,产品E,图书,345.31,7,0.0,2023-01-08 19:00:00,西南,已完成,2417.17
ORD10188,CUST1014,产品D,食品,475.0,2,0.0,2023-01-08 20:00:00,华南,处理中,
ORD10189,CUST1857,产品B,食品,79.85,6,0.15,2023-01-08 21:00:00,东北,已完成,407.23
ORD10190,CUST1553,产品E,图书,197.25,8,0.0,2023-01-08 22:00:00,东北,已退款,1578.0
ORD10191,CUST1891,产品C,图书,281.82,1,0.2,2023-01-08 23:00:00,西北,已完成,225.46
ORD10192,CUST1460,产品A,家居,47.61,4,0.0,2023-01-09 00:00:00,西南,已完成,190.44
ORD10193,CUST1690,产品A,家居,12.05,1,0.2,2023-01-09 01:00:00,华东,已完成,9.64
ORD10194,CUST1574,产品A,食品,338.51,1,0.15,2023-01-09 02:00:00,西南,已完成,287.73
ORD10195,CUST1863,产品B,食品,324.49,8,0.25,2023-01-09 03:00:00,西南,处理中,1946.94
ORD10196,CUST1742,产品D,电子,211.29,7,0.2,2023-01-09 04:00:00,华北,已退款,1183.22
ORD10197,CUST1240,产品E,电子,249.93,1,0.2,2023-01-09 05:00:00,华中,已完成,199.94
ORD10198,CUST1563,产品C,家居,213.57,2,0.15,2023-01-09 06:00:00,东北,已完成,363.07
ORD10199,CUST1095,产品C,家居,21.76,4,0.0,2023-01-09 07:00:00,华东,已完成,87.04
ORD10200,CUST1899,产品B,电子,174.33,1,0.0,2023-01-09 08:00:00,华北,已完成,174.33
ORD10201,CUST1733,产品A,电子,96.77,3,0.1,2023-01-09 09:00:00,东北,已完成,261.28
ORD10202,CUST1484,产品B,服装,58.23,8,0.25,2023-01-09 10:00:00,华中,处理中,349.38
ORD10203,CUST1406,产品D,服装,478.79,8,0.15,2023-01-09 11:00:00,华北,已取消,3255.77
ORD10204,CUST1230,产品D,电子,303.69,8,0.2,2023-01-09 12:00:00,华中,已完成,1943.62
ORD10205,CUST1748,产品E,服装,367.04,6,0.15,2023-01-09 13:00:00,华中,已完成,1871.9
ORD10206,CUST1654,产品E,图书,164.53,6,0.0,2023-01-09 14:00:00,华中,已完成,987.18
ORD10207,CUST1170,产品D,家居,202.64,5,0.0,2023-01-09 15:00:00,华北,已完成,1013.2
ORD10208,CUST1540,产品D,家居,126.09,9,0.0,2023-01-09 16:00:00,西南,已完成,1134.81
ORD10209,CUST1035,产品D,电子,57.51,4,,2023-01-09 17:00:00,华中,已完成,230.04
ORD10210,CUST1524,产品B,食品,97.73,7,0.1,2023-01-09 18:00:00,西南,已完成,615.7
ORD10211,CUST1159,产品D,电子,400.78,1,0.25,2023-01-09 19:00:00,东北,已完成,300.58
ORD10212,CUST1838,产品C,服装,342.0,9,0.15,2023-01-09 20:00:00,东北,已完成,2616.3
ORD10213,CUST1698,产品A,食品,278.0,7,0.0,2023-01-09 21:00:00,华东,已完成,1946.0
ORD10214,CUST1242,产品D,服装,242.79,9,0.0,2023-01-09 22:00:00,西北,已完成,2185.11
ORD10215,CUST1085,产品A,图书,461.99,7,0.0,2023-01-09 23:00:00,西南,处理中,3233.93
ORD10216,CUST1795,产品B,服装,45.64,2,0.1,2023-01-10 00:00:00,东北,处理中,82.15
ORD10217,CUST1577,产品A,图书,147.49,6,0.0,2023-01-10 01:00:00,西北,处理中,884.94
ORD10218,CUST1681,产品B,图书,181.47,4,0.0,2023-01-10 02:00:00,华中,已完成,725.88
ORD10219,CUST1556,产品C,服装,393.39,3,0.0,2023-01-10 03:00:00,西北,已完成,1180.17
ORD10220,CUST1573,产品B,服装,496.33,2,0.0,2023-01-10 04:00:00,西北,已完成,992.66
ORD10221,CUST1952,产品B,图书,127.93,6,0.2,2023-01-10 05:00:00,华中,已完成,614.06
ORD10222,CUST1645,产品E,食品,438.41,8,0.0,2023-01-10 06:00:00,西南,处理中,3507.28
ORD10223,CUST1795,产品D,图书,417.01,6,0.0,2023-01-10 07:00:00,华中,已完成,2502.06
ORD10224,CUST1027,产品D,家居,120.08,9,0.0,2023-01-10 08:00:00,华东,已完成,1080.72
ORD10225,CUST1619,产品C,图书,205.67,5,0.0,2023-01-10 09:00:00,华南,已完成,1028.35
ORD10226,CUST1555,产品C,食品,210.74,2,0.1,2023-01-10 10:00:00,华北,已完成,379.33
ORD10227,CUST1339,产品D,家居,489.33,8,0.15,2023-01-10 11:00:00,华中,已退款,3327.44
ORD10228,CUST1797,产品E,电子,98.64,9,0.0,2023-01-10 12:00:00,华中,已完成,887.76
ORD10229,CUST1957,产品D,电子,401.59,4,0.1,2023-01-10 13:00:00,西北,已完成,1445.72
ORD10230,CUST1330,产品E,食品,173.75,6,0.0,2023-01-10 14:00:00,华东,已完成,1042.5
ORD10231,CUST1639,产品C,图书,368.13,8,0.1,2023-01-10 15:00:00,东北,已退款,2650.54
ORD10232,CUST1505,产品A,服装,215.81,9,0.0,2023-01-10 16:00:00,东北,已完成,1942.29
ORD10233,CUST1347,产品C,食品,293.4,5,0.0,2023-01-10 17:00:00,西北,已完成,1467.0
ORD10234,CUST1472,产品C,家居,417.98,6,0.15,2023-01-10 18:00:00,西南,已完成,2131.7
ORD10235,CUST1230,产品B,家居,404.04,4,0.15,2023-01-10 19:00:00,华中,处理中,1373.74
ORD10236,CUST1189,产品B,电子,434.55,5,0.15,2023-01-10 20:00:00,华中,已完成,1846.84
ORD10237,CUST1224,产品B,家居,39.21,7,0.0,2023-01-10 21:00:00,西北,已完成,274.47
ORD10238,CUST1384,产品B,食品,349.1,9,0.0,2023-01-10 22:00:00,华中,处理中,3141.9
ORD10239,CUST1376,产品E,家居,78.59,6,0.25,2023-01-10 23:00:00,西南,已退款,353.66
ORD10240,CUST1282,产品D,食品,213.75,6,0.0,2023-01-11 00:00:00,华南,已完成,1282.5
ORD10241,CUST1957,产品A,服装,278.81,8,0.0,2023-01-11 01:00:00,华北,处理中,2230.48
ORD10242,CUST1632,产品C,电子,207.34,4,0.0,2023-01-11 02:00:00,华北,已完成,829.36
ORD10243,CUST1627,产品E,家居,264.61,3,0.0,2023-01-11 03:00:00,华北,处理中,793.83
ORD10244,CUST1972,产品A,食品,498.3,7,0.0,2023-01-11 04:00:00,华南,已完成,3488.1
ORD10245,CUST1744,产品E,图书,76.26,5,0.0,2023-01-11 05:00:00,华中,已完成,381.3
ORD10246,CUST1258,产品E,电子,340.97,2,0.0,2023-01-11 06:00:00,西北,处理中,681.94
ORD10247,CUST1358,产品C,服装,204.04,2,0.2,2023-01-11 07:00:00,东北,处理中,326.46
ORD10248,CUST1709,产品D,食品,75.17,6,0.0,2023-01-11 08:00:00,华东,已完成,451.02
ORD10249,CUST1455,产品B,服装,87.78,8,0.0,2023-01-11 09:00:00,华中,处理中,702.24
ORD10250,CUST1410,产品D,服装,475.14,1,0.1,2023-01-11 10:00:00,华南,已完成,427.63
ORD10251,CUST1648,产品C,家居,441.0,6,0.1,2023-01-11 11:00:00,西南,处理中,2381.4
ORD10252,CUST1317,产品C,家居,454.45,2,0.0,2023-01-11 12:00:00,华南,已完成,908.9
ORD10253,CUST1676,产品C,食品,495.85,2,0.15,2023-01-11 13:00:00,东北,已完成,842.94
ORD10254,CUST1224,产品A,图书,112.07,7,0.0,2023-01-11 14:00:00,华北,已完成,784.49
ORD10255,CUST1818,产品D,食品,184.17,1,0.15,2023-01-11 15:00:00,华中,已完成,156.54
ORD10256,CUST1233,产品D,图书,337.92,6,0.0,2023-01-11 16:00:00,东北,已完成,2027.52
ORD10257,CUST1683,产品E,服装,247.06,7,0.0,2023-01-11 17:00:00,华北,已完成,1729.42
ORD10258,CUST1663,产品E,电子,215.01,8,0.2,2023-01-11 18:00:00,华东,已完成,1376.06
ORD10259,CUST1974,产品E,食品,185.33,7,0.1,2023-01-11 19:00:00,西南,处理中,1167.58
